Unnamed: 0,individualID,domainID,siteID,plotID,subplotID,pointID,stemDistance,stemAzimuth,scientificName,taxonRank,adjNorthing,adjEasting,adjCoordinateUncertainty,adjDecimalLatitude,adjDecimalLongitude,adjElevation,adjElevationUncertainty,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,biomass,sampling_area,geometry,area,individualStemNumberDensity,individualBasalArea
1691,NEON.PLA.D17.SOAP.03619,D17,SOAP,SOAP_009,31.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Standing dead,2.7,130.0,1.5,,,,1.7,1.1,,inverted cone,4.9,10.0,0.2,0.1,,,,,,,1.2034765627453636,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,5.725552611167399
2694,NEON.PLA.D17.SOAP.04963,D17,SOAP,SOAP_009,32.0,33.0,1.1,266.8,Quercus chrysolepis Liebm.,species,4101452.15930634,299304.259535159,0.7,37.0378472121175,-119.256572323778,1100.1,1.1,multi-bole tree,Live,22.4,130.0,7.5,,,,7.2,5.7,Partially shaded,,,,,,,,,,,,214.73781107479184,400.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.0025,394.0813824663036
2695,NEON.PLA.D17.SOAP.04963,D17,SOAP,SOAP_009,32.0,33.0,1.1,266.8,Quercus chrysolepis Liebm.,species,4101452.15930634,299304.259535159,0.7,37.0378472121175,-119.256572323778,1100.1,1.1,multi-bole tree,Live,17.8,150.0,7.5,,,,7.2,5.7,Partially shaded,,,,,,,,,,,,122.526022287792,400.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.0025,248.84555409084754
2696,NEON.PLA.D17.SOAP.04964,D17,SOAP,SOAP_009,32.0,33.0,6.4,355.6,Quercus chrysolepis Liebm.,species,4101458.60184761,299304.86681822,0.7,37.0379053722556,-119.256567218597,1100.1,1.1,single bole tree,Live,18.7,130.0,5.9,,,,5.7,4.9,Partially shaded,,,,,,,,,,,,138.20331827849992,400.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.0025,274.6458837584537
2697,NEON.PLA.D17.SOAP.04965,D17,SOAP,SOAP_009,32.0,33.0,6.7,353.3,Quercus chrysolepis Liebm.,species,4101458.87495335,299304.576126061,0.7,37.0379077700699,-119.256570557595,1100.1,1.1,single bole tree,Standing dead,47.3,130.0,6.4,,,,6.6,3.4,Partially shaded,,,,,,,,,,,,1331.3405305443707,400.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.0025,1757.1634569874766
2698,NEON.PLA.D17.SOAP.04966,D17,SOAP,SOAP_009,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,small tree,Live,4.3,130.0,2.9,,,,2.6,2.0,,,,,,,,,,,,,3.821638549880894,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,14.522012041218817
2699,NEON.PLA.D17.SOAP.04967,D17,SOAP,SOAP_009,41.0,51.0,5.4,184.2,Quercus chrysolepis Liebm.,species,4101467.03164182,299305.352703736,0.7,37.0379814063467,-119.256564007386,1094.49,1.1,multi-bole tree,Live,21.9,130.0,6.3,,,,5.9,3.8,Partially shaded,,,,,,,,,,,,203.22502862444153,400.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.0025,376.68481314705014
2700,NEON.PLA.D17.SOAP.04967,D17,SOAP,SOAP_009,41.0,51.0,5.4,184.2,Quercus chrysolepis Liebm.,species,4101467.03164182,299305.352703736,0.7,37.0379814063467,-119.256564007386,1094.49,1.1,multi-bole tree,Live,10.1,130.0,6.3,,,,5.9,3.8,Partially shaded,,,,,,,,,,,,30.725685610183117,400.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.0025,80.1184666481737
2701,NEON.PLA.D17.SOAP.04968,D17,SOAP,SOAP_009,41.0,41.0,6.0,19.4,Quercus chrysolepis Liebm.,species,4101467.78039595,299297.172656791,0.7,37.0379864017718,-119.256656116683,1095.88,1.1,single bole tree,Live,12.0,130.0,4.0,,,,3.2,2.3,Partially shaded,,,,,,,,,,,,46.79877990288137,400.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.0025,113.09733552923255
2702,NEON.PLA.D17.SOAP.04969,D17,SOAP,SOAP_009,41.0,41.0,8.4,5.8,Quercus chrysolepis Liebm.,species,4101470.47805795,299296.028562896,0.7,37.0380104559792,-119.256669690991,1095.88,1.1,multi-bole tree,Live,13.1,130.0,3.3,,,,5.0,4.2,Mostly shaded,,,,,,,,,,,,57.97120686587142,400.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.0025,134.7821788206361
2703,NEON.PLA.D17.SOAP.04969,D17,SOAP,SOAP_009,41.0,41.0,8.4,5.8,Quercus chrysolepis Liebm.,species,4101470.47805795,299296.028562896,0.7,37.0380104559792,-119.256669690991,1095.88,1.1,multi-bole tree,Live,4.8,130.0,3.3,,,,5.0,4.2,Mostly shaded,,,,,,,,,,,,4.998767867807896,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,18.09557368467721
2704,NEON.PLA.D17.SOAP.04969,D17,SOAP,SOAP_009,41.0,41.0,8.4,5.8,Quercus chrysolepis Liebm.,species,4101470.47805795,299296.028562896,0.7,37.0380104559792,-119.256669690991,1095.88,1.1,multi-bole tree,Live,8.4,130.0,3.3,,,,5.0,4.2,Mostly shaded,,,,,,,,,,,,19.593807922049127,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,55.41769440932395
2705,NEON.PLA.D17.SOAP.04969,D17,SOAP,SOAP_009,41.0,41.0,8.4,5.8,Quercus chrysolepis Liebm.,species,4101470.47805795,299296.028562896,0.7,37.0380104559792,-119.256669690991,1095.88,1.1,multi-bole tree,Live,12.2,130.0,3.3,,,,5.0,4.2,Mostly shaded,,,,,,,,,,,,48.72562918032936,400.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.0025,116.89866264007618
2706,NEON.PLA.D17.SOAP.04969,D17,SOAP,SOAP_009,41.0,41.0,8.4,5.8,Quercus chrysolepis Liebm.,species,4101470.47805795,299296.028562896,0.7,37.0380104559792,-119.256669690991,1095.88,1.1,multi-bole tree,Live,11.7,130.0,3.3,,,,5.0,4.2,Mostly shaded,,,,,,,,,,,,43.9941364634108,400.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.0025,107.51315458747668
2785,NEON.PLA.D17.SOAP.05645,D17,SOAP,SOAP_009,41.0,,,,Ceanothus sp.,genus,,,,,,,,single shrub,Live,2.2,130.0,2.0,,,,2.1,1.6,,inverted cone,6.1,10.0,0.1,0.05,,,,,,,4719.6538338491155,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,3.8013271108436504
2790,NEON.PLA.D17.SOAP.05647,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Standing dead,1.8,130.0,1.7,,,,1.5,0.3,,cylinder,2.3,30.0,,,,,,,,,0.45235209027738993,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,2.5446900494077327
2791,NEON.PLA.D17.SOAP.05648,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Standing dead,3.4,140.0,3.2,,,,2.5,2.3,,inverted cone,3.5,20.0,0.18,0.7,,,,,,,2.099159967306872,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,9.0792027688745
2792,NEON.PLA.D17.SOAP.05648,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.4,130.0,3.2,,,,2.5,2.3,,inverted cone,2.0,10.0,0.18,0.7,,,,,,,0.24664837210066257,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,1.5393804002589984
2793,NEON.PLA.D17.SOAP.05649,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,2.8,130.0,3.1,,,,3.3,1.2,,inverted cone,3.3,10.0,0.2,0.15,,,,,,,1.3138746758958608,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,6.157521601035993
2794,NEON.PLA.D17.SOAP.05649,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.5,130.0,3.1,,,,3.3,1.2,,inverted cone,2.0,10.0,0.2,0.15,,,,,,,0.29133220802908466,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,1.7671458676442586
2795,NEON.PLA.D17.SOAP.05649,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,2.0,130.0,3.1,,,,3.3,1.2,,inverted cone,3.1,10.0,0.2,0.15,,,,,,,0.5833150120415578,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,3.141592653589793
2796,NEON.PLA.D17.SOAP.05649,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Standing dead,2.0,130.0,3.1,,,,3.3,1.2,,inverted cone,3.3,10.0,0.2,0.15,,,,,,,0.5833150120415578,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,3.141592653589793
2797,NEON.PLA.D17.SOAP.05650,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.1,130.0,1.6,,,,1.9,0.5,,cylinder,2.1,10.0,,,,,,,,,0.1378225979280195,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,0.9503317777109126
2798,NEON.PLA.D17.SOAP.05651,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Standing dead,1.8,130.0,3.0,,,,1.4,0.8,,inverted cone,2.3,10.0,0.9,0.3,,,,,,,0.45235209027738993,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,2.5446900494077327
2799,NEON.PLA.D17.SOAP.05651,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.6,130.0,3.0,,,,1.4,0.8,,inverted cone,2.6,20.0,0.9,0.3,,,,,,,0.3404318768009185,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,2.0106192982974678
2800,NEON.PLA.D17.SOAP.05651,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.6,130.0,2.4,,,,2.9,1.6,,inverted cone,2.6,10.0,0.4,0.2,,,,,,,0.3404318768009185,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,2.0106192982974678
2834,NEON.PLA.D17.SOAP.05683,D17,SOAP,SOAP_009,31.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,5.7,130.0,3.0,,,,3.0,2.3,,inverted cone,6.4,10.0,0.2,0.1,,,,,,,7.304327784945091,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,25.517586328783096
2835,NEON.PLA.D17.SOAP.05683,D17,SOAP,SOAP_009,31.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,2.4,130.0,3.0,,,,3.0,2.3,,inverted cone,3.1,10.0,0.2,0.1,,,,,,,0.9057143622130416,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,4.523893421169302
2836,NEON.PLA.D17.SOAP.05683,D17,SOAP,SOAP_009,31.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.8,130.0,3.0,,,,3.0,2.3,,inverted cone,2.9,10.0,0.2,0.1,,,,,,,0.45235209027738993,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,2.5446900494077327
2863,NEON.PLA.D17.SOAP.05700,D17,SOAP,SOAP_009,31.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.0,130.0,2.4,,,,2.9,1.6,,inverted cone,1.4,10.0,0.4,0.2,,,,,,,0.10950336495665298,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,0.7853981633974483
2864,NEON.PLA.D17.SOAP.05700,D17,SOAP,SOAP_009,31.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.2,130.0,2.4,,,,2.9,1.6,,inverted cone,2.7,10.0,0.4,0.2,,,,,,,0.1700260893419814,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,1.1309733552923256
2865,NEON.PLA.D17.SOAP.05700,D17,SOAP,SOAP_009,31.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.0,130.0,2.4,,,,2.9,1.6,,inverted cone,3.7,10.0,0.4,0.2,,,,,,,0.10950336495665298,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,0.7853981633974483
2893,NEON.PLA.D17.SOAP.05828,D17,SOAP,SOAP_009,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,small tree,Live,4.8,130.0,3.4,,,,2.5,2.4,,,,,,,,,,,,,4.998767867807896,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,18.09557368467721
2894,NEON.PLA.D17.SOAP.05828,D17,SOAP,SOAP_009,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,small tree,Live,5.2,130.0,3.4,,,,2.5,2.4,,,,,,,,,,,,,6.077392294591753,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,21.237166338267002
2905,NEON.PLA.D17.SOAP.05832,D17,SOAP,SOAP_009,32.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Standing dead,3.5,130.0,4.9,,,,2.9,2.9,,inverted cone,4.3,10.0,0.2,0.1,,,,,,,2.251266331441336,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,9.62112750161874
2906,NEON.PLA.D17.SOAP.05832,D17,SOAP,SOAP_009,32.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Standing dead,2.2,130.0,4.9,,,,2.9,2.9,,inverted cone,3.1,10.0,0.2,0.1,,,,,,,0.7341691317139482,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,3.8013271108436504
2907,NEON.PLA.D17.SOAP.05832,D17,SOAP,SOAP_009,32.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.1,130.0,4.9,,,,2.9,2.9,,inverted cone,2.2,10.0,0.2,0.1,,,,,,,0.1378225979280195,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,0.9503317777109126
2908,NEON.PLA.D17.SOAP.05832,D17,SOAP,SOAP_009,32.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.8,130.0,4.9,,,,2.9,2.9,,inverted cone,3.3,10.0,0.2,0.1,,,,,,,0.45235209027738993,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,2.5446900494077327
2909,NEON.PLA.D17.SOAP.05833,D17,SOAP,SOAP_009,32.0,,,,Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells,subspecies,,,,,,,,single shrub,Standing dead,3.7,130.0,0.5,,,,2.7,1.3,,inverted cone,8.5,10.0,0.1,0.1,,,,,,,2.5743564837548703,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,10.752100856911069
2912,NEON.PLA.D17.SOAP.05835,D17,SOAP,SOAP_009,32.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.0,130.0,2.5,,,,2.5,2.0,,inverted cone,1.9,10.0,0.4,0.3,,,,,,,0.10950336495665298,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,0.7853981633974483
2913,NEON.PLA.D17.SOAP.05836,D17,SOAP,SOAP_009,32.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.0,130.0,2.1,,,,2.2,1.4,,inverted cone,2.2,20.0,0.1,0.1,,,,,,,0.10950336495665298,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,0.7853981633974483
2914,NEON.PLA.D17.SOAP.05836,D17,SOAP,SOAP_009,32.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.0,130.0,2.1,,,,2.2,1.4,,inverted cone,1.6,10.0,0.1,0.1,,,,,,,0.10950336495665298,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,0.7853981633974483
2915,NEON.PLA.D17.SOAP.05836,D17,SOAP,SOAP_009,32.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.4,130.0,2.1,,,,2.2,1.4,,inverted cone,2.2,10.0,0.1,0.1,,,,,,,0.24664837210066257,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,1.5393804002589984
2916,NEON.PLA.D17.SOAP.05836,D17,SOAP,SOAP_009,32.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Standing dead,1.4,130.0,2.1,,,,2.2,1.4,,inverted cone,3.0,10.0,0.1,0.1,,,,,,,0.24664837210066257,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,1.5393804002589984
2917,NEON.PLA.D17.SOAP.05836,D17,SOAP,SOAP_009,32.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.1,130.0,2.1,,,,2.2,1.4,,inverted cone,3.7,10.0,0.1,0.1,,,,,,,0.1378225979280195,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,0.9503317777109126
2918,NEON.PLA.D17.SOAP.05837,D17,SOAP,SOAP_009,32.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Standing dead,1.0,130.0,2.6,,,,1.8,1.1,,inverted cone,3.2,10.0,0.1,0.1,,,,,,,0.10950336495665298,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,0.7853981633974483
2919,NEON.PLA.D17.SOAP.05837,D17,SOAP,SOAP_009,32.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.2,130.0,2.6,,,,1.8,1.1,,inverted cone,2.1,10.0,0.1,0.1,,,,,,,0.1700260893419814,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,1.1309733552923256
2921,NEON.PLA.D17.SOAP.05839,D17,SOAP,SOAP_009,32.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Standing dead,1.1,130.0,2.9,,,,1.3,0.8,,inverted cone,2.0,10.0,0.1,0.1,,,,,,,0.1378225979280195,200.0,"POLYGON ((299285.1880000003 4101452.1229999997, 299285.1880000003 4101472.1230000006, 299305.1879999995 4101472.1230000006, 299305.1879999995 4101452.1229999997, 299285.1880000003 4101452.1229999997))",400.0000000023283,0.005,0.9503317777109126
