,individualID,domainID,siteID,plotID,subplotID,pointID,stemDistance,stemAzimuth,scientificName,taxonRank,adjNorthing,adjEasting,adjCoordinateUncertainty,adjDecimalLatitude,adjDecimalLongitude,adjElevation,adjElevationUncertainty,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter
2735,NEON.PLA.D17.SOAP.05601,D17,SOAP,SOAP_007,40.0,,,,Chamaebatia foliolosa Benth.,species,,,,,,,,small shrub,Live,,,0.8,0.3,,,0.6,0.4,,ellipsoid or sphere,1.0,10.0,,,,,,,,
2736,NEON.PLA.D17.SOAP.05602,D17,SOAP,SOAP_007,40.0,,,,Chamaebatia foliolosa Benth.,species,,,,,,,,small shrub,Live,,,0.8,0.5,,,0.6,0.5,,ellipsoid or sphere,1.0,10.0,,,,,,,,
2737,NEON.PLA.D17.SOAP.05603,D17,SOAP,SOAP_007,40.0,,,,Chamaebatia foliolosa Benth.,species,,,,,,,,small shrub,Live,,,0.8,0.3,,,0.6,0.4,,ellipsoid or sphere,1.0,10.0,,,,,,,,
2738,NEON.PLA.D17.SOAP.05608,D17,SOAP,SOAP_020,41.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,0.9,0.2,,,1.2,1.1,,ellipsoid or sphere,2.4,10.0,,,,,,,,
2739,NEON.PLA.D17.SOAP.05609,D17,SOAP,SOAP_020,41.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,0.9,0.1,,,0.7,0.7,,ellipsoid or sphere,1.2,10.0,,,,,,,,
2740,NEON.PLA.D17.SOAP.05610,D17,SOAP,SOAP_020,41.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,1.0,0.2,,,0.9,0.8,,ellipsoid or sphere,1.1,10.0,,,,,,,,
2741,NEON.PLA.D17.SOAP.05611,D17,SOAP,SOAP_020,41.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,1.3,0.3,,,0.9,0.8,,ellipsoid or sphere,1.9,10.0,,,,,,,,
2742,NEON.PLA.D17.SOAP.05612,D17,SOAP,SOAP_020,41.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,2.2,0.2,,,1.6,1.4,,ellipsoid or sphere,2.1,10.0,,,,,,,,
2743,NEON.PLA.D17.SOAP.05613,D17,SOAP,SOAP_020,41.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,1.2,0.4,,,0.7,0.6,,ellipsoid or sphere,1.2,10.0,,,,,,,,
2744,NEON.PLA.D17.SOAP.05614,D17,SOAP,SOAP_020,41.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,1.4,0.1,,,1.0,0.9,,ellipsoid or sphere,2.0,10.0,,,,,,,,
2745,NEON.PLA.D17.SOAP.05615,D17,SOAP,SOAP_020,41.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,1.0,0.1,,,0.8,0.8,,ellipsoid or sphere,1.1,10.0,,,,,,,,
2746,NEON.PLA.D17.SOAP.05616,D17,SOAP,SOAP_009,31.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,small shrub,Standing dead,,,1.5,,,,1.2,1.0,,inverted cone,2.2,10.0,0.4,0.2,,,,,,
2747,NEON.PLA.D17.SOAP.05616,D17,SOAP,SOAP_009,31.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,small shrub,Live,,,1.5,,,,1.2,1.0,,inverted cone,1.2,10.0,0.4,0.2,,,,,,
2748,NEON.PLA.D17.SOAP.05616,D17,SOAP,SOAP_009,31.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,small shrub,Live,,,1.5,,,,1.2,1.0,,inverted cone,3.9,10.0,0.4,0.2,,,,,,
2749,NEON.PLA.D17.SOAP.05617,D17,SOAP,SOAP_009,31.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,small shrub,Live,,,1.8,,,,1.5,1.4,,inverted cone,1.6,10.0,0.2,0.2,,,,,,
2750,NEON.PLA.D17.SOAP.05617,D17,SOAP,SOAP_009,31.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,small shrub,Live,,,1.8,,,,1.5,1.4,,inverted cone,2.7,10.0,0.2,0.2,,,,,,
2751,NEON.PLA.D17.SOAP.05617,D17,SOAP,SOAP_009,31.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,small shrub,Live,,,1.8,,,,1.5,1.4,,inverted cone,1.0,10.0,0.2,0.2,,,,,,
2752,NEON.PLA.D17.SOAP.05617,D17,SOAP,SOAP_009,31.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,small shrub,Live,,,1.8,,,,1.5,1.4,,inverted cone,3.5,10.0,0.2,0.2,,,,,,
2753,NEON.PLA.D17.SOAP.05620,D17,SOAP,SOAP_009,31.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,small shrub,Live,,,1.2,,,,0.9,0.8,,inverted cone,2.8,10.0,0.2,0.1,,,,,,
2754,NEON.PLA.D17.SOAP.05621,D17,SOAP,SOAP_009,31.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,small shrub,Standing dead,,,1.5,,,,1.4,1.2,,inverted cone,1.1,10.0,0.1,0.1,,,,,,
2755,NEON.PLA.D17.SOAP.05621,D17,SOAP,SOAP_009,31.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,small shrub,Live,,,1.5,,,,1.4,1.2,,inverted cone,3.1,10.0,0.1,0.1,,,,,,
2756,NEON.PLA.D17.SOAP.05622,D17,SOAP,SOAP_009,31.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,small shrub,Live,,,1.5,,,,1.4,1.2,,inverted cone,1.8,10.0,0.1,0.1,,,,,,
2757,NEON.PLA.D17.SOAP.05623,D17,SOAP,SOAP_021,31.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,1.2,,,,1.3,1.2,,inverted cone,1.0,10.0,0.1,0.1,,,,,,
2758,NEON.PLA.D17.SOAP.05623,D17,SOAP,SOAP_021,31.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,1.2,,,,1.3,1.2,,inverted cone,1.4,10.0,0.1,0.1,,,,,,
2759,NEON.PLA.D17.SOAP.05623,D17,SOAP,SOAP_021,31.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,1.2,,,,1.3,1.2,,inverted cone,1.1,10.0,0.1,0.1,,,,,,
2760,NEON.PLA.D17.SOAP.05624,D17,SOAP,SOAP_021,31.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,0.9,0.2,,,0.6,0.5,,ellipsoid or sphere,1.0,10.0,,,,,,,,
2761,NEON.PLA.D17.SOAP.05625,D17,SOAP,SOAP_021,31.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,1.5,0.1,,,1.1,0.8,,ellipsoid or sphere,1.1,10.0,,,,,,,,
2762,NEON.PLA.D17.SOAP.05626,D17,SOAP,SOAP_021,31.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,1.3,,,,,,,,1.9,10.0,,,,,,,,
2763,NEON.PLA.D17.SOAP.05626,D17,SOAP,SOAP_021,31.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,1.3,,,,,,,,1.5,10.0,,,,,,,,
2764,NEON.PLA.D17.SOAP.05627,D17,SOAP,SOAP_021,31.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,1.0,,,,,,,,1.4,10.0,,,,,,,,
2765,NEON.PLA.D17.SOAP.05628,D17,SOAP,SOAP_008,40.0,,,,Quercus kelloggii Newberry,species,,,,,,,,sapling,Live,,,0.8,,,,,,,,1.1,10.0,,,,,,,,
2766,NEON.PLA.D17.SOAP.05628,D17,SOAP,SOAP_008,40.0,,,,Quercus kelloggii Newberry,species,,,,,,,,sapling,Live,,,0.8,,,,,,,,1.6,10.0,,,,,,,,
2767,NEON.PLA.D17.SOAP.05629,D17,SOAP,SOAP_008,31.0,31.0,3.0,87.4,Pinus ponderosa Lawson & C. Lawson,species,4100525.22032896,297519.913121709,0.81,37.029114871963,-119.276371368141,1306.02,1.42,single bole tree,Live,65.0,130.0,39.7,,,,9.3,6.6,Partially shaded,,,,,,,,,,,
2768,NEON.PLA.D17.SOAP.05630,D17,SOAP,SOAP_008,31.0,31.0,4.5,75.0,Calocedrus decurrens (Torr.) Florin,species,4100526.2489257,297521.262876218,0.81,37.0291244278333,-119.27635648113,1306.02,1.42,single bole tree,Standing dead,57.5,130.0,23.3,,,,6.8,6.6,Mostly shaded,,,,,,,,,,,
2769,NEON.PLA.D17.SOAP.05631,D17,SOAP,SOAP_008,31.0,31.0,7.8,19.7,Calocedrus decurrens (Torr.) Florin,species,4100532.42771025,297519.545553016,0.81,37.0291797114074,-119.276377435903,1306.02,1.42,single bole tree,Standing dead,57.3,130.0,21.3,,,,5.4,2.6,Full sun,,,,,,,,,,,
2770,NEON.PLA.D17.SOAP.05632,D17,SOAP,SOAP_008,32.0,33.0,3.3,338.4,Calocedrus decurrens (Torr.) Florin,species,4100526.3588924,297534.974188976,0.7,37.0291283747139,-119.276202472725,1307.39,1.1,single bole tree,Live,25.1,130.0,14.4,,,,5.4,4.4,Mostly shaded,,,,,,,,,,,
2771,NEON.PLA.D17.SOAP.05633,D17,SOAP,SOAP_008,32.0,33.0,6.4,337.6,Pinus ponderosa Lawson & C. Lawson,species,4100529.20772462,297533.750149591,0.7,37.0291537709524,-119.276216990153,1307.39,1.1,single bole tree,"Dead, broken bole",30.1,130.0,3.4,,3.4,2.5,30.1,30.1,Full shade,,,,,,,,,,,
2772,NEON.PLA.D17.SOAP.05634,D17,SOAP,SOAP_008,32.0,33.0,6.9,351.7,Calocedrus decurrens (Torr.) Florin,species,4100530.11835794,297535.192942213,0.7,37.0291622843377,-119.276201026166,1307.39,1.1,single bole tree,Live,34.5,130.0,16.6,,,,6.4,5.2,Partially shaded,,,,,,,,,,,
2773,NEON.PLA.D17.SOAP.05635,D17,SOAP,SOAP_008,41.0,41.0,1.1,58.2,Calocedrus decurrens (Torr.) Florin,species,4100535.06595137,297528.579641962,0.7,37.0292054226519,-119.276276653026,1305.21,1.1,single bole tree,Live,18.1,130.0,7.9,,,,4.2,4.0,Partially shaded,,,,,,,,,,,
2774,NEON.PLA.D17.SOAP.05636,D17,SOAP,SOAP_008,41.0,51.0,5.4,231.5,Pinus ponderosa Lawson & C. Lawson,species,4100540.66330096,297533.082315953,0.7,37.029256810236,-119.276227573523,1307.89,1.1,single bole tree,Live,18.2,130.0,9.3,,,,3.6,3.3,Partially shaded,,,,,,,,,,,
2775,NEON.PLA.D17.SOAP.05637,D17,SOAP,SOAP_008,41.0,51.0,1.5,252.2,Pinus ponderosa Lawson & C. Lawson,species,4100543.56633704,297535.880205911,0.7,37.0292835618716,-119.27619692162,1307.89,1.1,single bole tree,Live,17.0,130.0,8.3,,,,4.1,2.8,Partially shaded,,,,,,,,,,,
2776,NEON.PLA.D17.SOAP.05638,D17,SOAP,SOAP_008,40.0,49.0,1.1,106.3,Calocedrus decurrens (Torr.) Florin,species,4100544.62209662,297519.070195821,0.7,37.02928944682,-119.276386055836,1304.65,1.1,single bole tree,Live,10.6,130.0,6.2,,,,2.7,2.4,Mostly shaded,,,,,,,,,,,
2777,NEON.PLA.D17.SOAP.05639,D17,SOAP,SOAP_008,40.0,,,,Calocedrus decurrens (Torr.) Florin,species,,,,,,,,small tree,Standing dead,5.6,140.0,3.2,,,,1.7,1.1,,,,,,,,,,,,
2778,NEON.PLA.D17.SOAP.05640,D17,SOAP,SOAP_008,40.0,49.0,0.4,152.3,Calocedrus decurrens (Torr.) Florin,species,4100544.57667255,297518.200346818,0.7,37.0292888501104,-119.276395815846,1304.65,1.1,single bole tree,Standing dead,11.5,130.0,5.1,,,,2.8,2.1,Full shade,,,,,,,,,,,
2779,NEON.PLA.D17.SOAP.05641,D17,SOAP,SOAP_008,40.0,49.0,3.6,169.9,Calocedrus decurrens (Torr.) Florin,species,4100541.38661855,297518.645730214,0.7,37.0292602125273,-119.276389954288,1304.65,1.1,single bole tree,"Dead, broken bole",38.1,130.0,5.1,,5.1,1.0,38.1,38.1,Partially shaded,,,,,,,,,,,
2780,NEON.PLA.D17.SOAP.05642,D17,SOAP,SOAP_021,31.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,1.2,,,,,,,,2.0,10.0,,,,,,,,
2781,NEON.PLA.D17.SOAP.05643,D17,SOAP,SOAP_021,31.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,0.9,0.2,,,0.8,0.7,,ellipsoid or sphere,1.2,10.0,,,,,,,,
2782,NEON.PLA.D17.SOAP.05644,D17,SOAP,SOAP_021,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Standing dead,,,1.1,,,,,,,,1.2,10.0,,,,,,,,
2783,NEON.PLA.D17.SOAP.05644,D17,SOAP,SOAP_021,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,1.1,,,,,,,,1.0,10.0,,,,,,,,
2784,NEON.PLA.D17.SOAP.05644,D17,SOAP,SOAP_021,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,1.1,,,,,,,,1.3,10.0,,,,,,,,
2785,NEON.PLA.D17.SOAP.05645,D17,SOAP,SOAP_009,41.0,,,,Ceanothus sp.,genus,,,,,,,,single shrub,Live,2.2,130.0,2.0,,,,2.1,1.6,,inverted cone,6.1,10.0,0.1,0.05,,,,,,
2786,NEON.PLA.D17.SOAP.05646,D17,SOAP,SOAP_021,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Standing dead,,,1.4,,,,,,,,1.2,10.0,,,,,,,,
2787,NEON.PLA.D17.SOAP.05646,D17,SOAP,SOAP_021,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Standing dead,,,1.4,,,,,,,,1.7,10.0,,,,,,,,
2788,NEON.PLA.D17.SOAP.05646,D17,SOAP,SOAP_021,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,1.4,,,,,,,,1.4,10.0,,,,,,,,
2789,NEON.PLA.D17.SOAP.05646,D17,SOAP,SOAP_021,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,1.4,,,,,,,,1.3,10.0,,,,,,,,
2790,NEON.PLA.D17.SOAP.05647,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Standing dead,1.8,130.0,1.7,,,,1.5,0.3,,cylinder,2.3,30.0,,,,,,,,
2791,NEON.PLA.D17.SOAP.05648,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Standing dead,3.4,140.0,3.2,,,,2.5,2.3,,inverted cone,3.5,20.0,0.18,0.7,,,,,,
2792,NEON.PLA.D17.SOAP.05648,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.4,130.0,3.2,,,,2.5,2.3,,inverted cone,2.0,10.0,0.18,0.7,,,,,,
2793,NEON.PLA.D17.SOAP.05649,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,2.8,130.0,3.1,,,,3.3,1.2,,inverted cone,3.3,10.0,0.2,0.15,,,,,,
2794,NEON.PLA.D17.SOAP.05649,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.5,130.0,3.1,,,,3.3,1.2,,inverted cone,2.0,10.0,0.2,0.15,,,,,,
2795,NEON.PLA.D17.SOAP.05649,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,2.0,130.0,3.1,,,,3.3,1.2,,inverted cone,3.1,10.0,0.2,0.15,,,,,,
2796,NEON.PLA.D17.SOAP.05649,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Standing dead,2.0,130.0,3.1,,,,3.3,1.2,,inverted cone,3.3,10.0,0.2,0.15,,,,,,
2797,NEON.PLA.D17.SOAP.05650,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.1,130.0,1.6,,,,1.9,0.5,,cylinder,2.1,10.0,,,,,,,,
2798,NEON.PLA.D17.SOAP.05651,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Standing dead,1.8,130.0,3.0,,,,1.4,0.8,,inverted cone,2.3,10.0,0.9,0.3,,,,,,
2799,NEON.PLA.D17.SOAP.05651,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.6,130.0,3.0,,,,1.4,0.8,,inverted cone,2.6,20.0,0.9,0.3,,,,,,
2800,NEON.PLA.D17.SOAP.05651,D17,SOAP,SOAP_009,41.0,,,,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,variety,,,,,,,,single shrub,Live,1.6,130.0,2.4,,,,2.9,1.6,,inverted cone,2.6,10.0,0.4,0.2,,,,,,
2801,NEON.PLA.D17.SOAP.05653,D17,SOAP,SOAP_007,40.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,1.6,0.5,,,1.2,0.6,,ellipsoid or sphere,1.2,10.0,,,,,,,,
2802,NEON.PLA.D17.SOAP.05654,D17,SOAP,SOAP_007,40.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,1.5,0.2,,,1.1,1.0,,ellipsoid or sphere,1.7,10.0,,,,,,,,
2803,NEON.PLA.D17.SOAP.05655,D17,SOAP,SOAP_007,40.0,,,,Chamaebatia foliolosa Benth.,species,,,,,,,,small shrub,Live,,,0.6,0.1,,,0.7,0.5,,ellipsoid or sphere,1.0,10.0,,,,,,,,
2804,NEON.PLA.D17.SOAP.05656,D17,SOAP,SOAP_007,40.0,,,,Chamaebatia foliolosa Benth.,species,,,,,,,,small shrub,Live,,,0.7,0.2,,,1.2,0.7,,ellipsoid or sphere,1.1,10.0,,,,,,,,
2805,NEON.PLA.D17.SOAP.05657,D17,SOAP,SOAP_007,40.0,,,,Chamaebatia foliolosa Benth.,species,,,,,,,,small shrub,Live,,,0.5,0.2,,,0.6,0.5,,ellipsoid or sphere,1.0,10.0,,,,,,,,
2806,NEON.PLA.D17.SOAP.05658,D17,SOAP,SOAP_007,40.0,,,,Chamaebatia foliolosa Benth.,species,,,,,,,,small shrub,Live,,,0.7,0.1,,,0.4,0.4,,ellipsoid or sphere,1.0,10.0,,,,,,,,
2807,NEON.PLA.D17.SOAP.05659,D17,SOAP,SOAP_020,41.0,51.0,7.7,262.9,Calocedrus decurrens (Torr.) Florin,species,4101321.74259863,299268.208814078,0.7,37.0366647936435,-119.256942597139,1126.49,1.1,single bole tree,Live,25.8,130.0,10.5,,,,5.2,4.8,Mostly shaded,,,,,,,,,,,
2808,NEON.PLA.D17.SOAP.05660,D17,SOAP,SOAP_020,41.0,51.0,7.8,239.5,Calocedrus decurrens (Torr.) Florin,species,4101318.73553077,299269.129062549,0.7,37.0366379046637,-119.256931455528,1126.49,1.1,single bole tree,Standing dead,31.1,130.0,12.1,,,,3.6,3.1,Mostly shaded,,,,,,,,,,,
2809,NEON.PLA.D17.SOAP.05661,D17,SOAP,SOAP_020,41.0,51.0,9.5,233.6,Calocedrus decurrens (Torr.) Florin,species,4101317.05685058,299268.203278925,0.7,37.0366225862304,-119.256941409554,1126.49,1.1,single bole tree,Live,31.0,130.0,20.4,,,,5.9,3.5,Mostly shaded,,,,,,,,,,,
2810,NEON.PLA.D17.SOAP.05662,D17,SOAP,SOAP_020,41.0,51.0,11.2,228.3,Calocedrus decurrens (Torr.) Florin,species,4101315.24375003,299267.487422358,0.7,37.0366061019108,-119.256948969062,1126.49,1.1,single bole tree,Standing dead,46.5,130.0,24.5,,,,4.4,2.8,Partially shaded,,,,,,,,,,,
2811,NEON.PLA.D17.SOAP.05663,D17,SOAP,SOAP_020,40.0,49.0,9.1,100.3,Quercus kelloggii Newberry,species,4101321.75792984,299265.060953845,0.7,37.0366642586483,-119.256977969427,1127.69,1.1,single bole tree,Live,67.5,130.0,16.2,,,,14.4,10.8,Partially shaded,,,,,,,,,,,
2812,NEON.PLA.D17.SOAP.05664,D17,SOAP,SOAP_020,41.0,49.0,8.5,94.7,Calocedrus decurrens (Torr.) Florin,species,4101322.68855268,299264.579017788,0.7,37.0366725380543,-119.256983632502,1127.69,1.1,single bole tree,Live,51.9,130.0,18.9,,,,6.6,5.5,Partially shaded,,,,,,,,,,,
2813,NEON.PLA.D17.SOAP.05665,D17,SOAP,SOAP_020,40.0,49.0,8.1,115.8,Calocedrus decurrens (Torr.) Florin,species,4101319.8596581,299263.400182048,0.7,37.0366468051104,-119.256996122931,1127.69,1.1,single bole tree,Live,20.2,130.0,9.2,,,,4.7,4.4,Mostly shaded,,,,,,,,,,,
2814,NEON.PLA.D17.SOAP.05666,D17,SOAP,SOAP_020,40.0,49.0,6.7,131.5,Quercus kelloggii Newberry,species,4101318.94547568,299261.125603329,0.7,37.0366380843683,-119.257021435416,1127.69,1.1,multi-bole tree,Live,65.2,180.0,23.8,,,,26.1,17.6,Full sun,,,,,,,,,,,
2815,NEON.PLA.D17.SOAP.05666,D17,SOAP,SOAP_020,40.0,49.0,6.7,131.5,Quercus kelloggii Newberry,species,4101318.94547568,299261.125603329,0.7,37.0366380843683,-119.257021435416,1127.69,1.1,multi-bole tree,Live,41.8,130.0,23.8,,,,26.1,17.6,Full sun,,,,,,,,,,,
2816,NEON.PLA.D17.SOAP.05666,D17,SOAP,SOAP_020,40.0,49.0,6.7,131.5,Quercus kelloggii Newberry,species,4101318.94547568,299261.125603329,0.7,37.0366380843683,-119.257021435416,1127.69,1.1,multi-bole tree,Live,61.2,190.0,23.8,,,,26.1,17.6,Full sun,,,,,,,,,,,
2817,NEON.PLA.D17.SOAP.05667,D17,SOAP,SOAP_020,40.0,49.0,8.5,136.9,Calocedrus decurrens (Torr.) Florin,species,4101317.17865065,299261.915427076,0.7,37.0366223388238,-119.257012089991,1127.69,1.1,single bole tree,Live,10.7,130.0,7.5,,,,2.7,2.3,Full shade,,,,,,,,,,,
2818,NEON.PLA.D17.SOAP.05668,D17,SOAP,SOAP_020,40.0,49.0,10.5,155.4,Pinus sp.,genus,4101313.83805085,299260.478548319,0.7,37.0365919415859,-119.25702734319,1127.69,1.1,single bole tree,Live,14.7,130.0,11.8,,,,2.2,2.0,Mostly shaded,,,,,,,,,,,
2819,NEON.PLA.D17.SOAP.05669,D17,SOAP,SOAP_020,31.0,31.0,9.4,40.5,Pinus sp.,genus,4101310.45793608,299261.379821654,0.7,37.0365616883884,-119.257016315258,1129.88,1.1,single bole tree,Live,18.6,130.0,13.7,,,,2.5,2.4,Mostly shaded,,,,,,,,,,,
2820,NEON.PLA.D17.SOAP.05670,D17,SOAP,SOAP_020,31.0,31.0,8.5,67.5,Calocedrus decurrens (Torr.) Florin,species,4101306.56292918,299263.127986026,0.7,37.0365269784582,-119.256995634662,1129.88,1.1,single bole tree,Live,51.0,130.0,23.9,,,,7.8,5.3,Partially shaded,,,,,,,,,,,
2821,NEON.PLA.D17.SOAP.05671,D17,SOAP,SOAP_020,32.0,33.0,6.5,350.7,Calocedrus decurrens (Torr.) Florin,species,4101309.02553216,299274.322615163,0.7,37.0365515536635,-119.256870512949,1127.82,1.1,single bole tree,Standing dead,13.3,30.0,11.3,,,,3.0,2.6,Full sun,,,,,,,,,,,
2822,NEON.PLA.D17.SOAP.05672,D17,SOAP,SOAP_020,41.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,1.0,0.3,,,1.1,0.5,,ellipsoid or sphere,1.5,10.0,,,,,,,,
2823,NEON.PLA.D17.SOAP.05673,D17,SOAP,SOAP_020,41.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,1.0,,,,0.9,0.8,,inverted cone,1.2,10.0,0.2,0.2,,,,,,
2824,NEON.PLA.D17.SOAP.05674,D17,SOAP,SOAP_020,41.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,1.2,0.2,,,1.3,1.0,,ellipsoid or sphere,2.0,10.0,,,,,,,,
2825,NEON.PLA.D17.SOAP.05675,D17,SOAP,SOAP_020,41.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,1.0,0.3,,,0.6,0.5,,ellipsoid or sphere,1.2,10.0,,,,,,,,
2826,NEON.PLA.D17.SOAP.05676,D17,SOAP,SOAP_020,41.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,1.6,,,,1.0,1.0,,inverted cone,1.1,10.0,0.1,0.1,,,,,,
2827,NEON.PLA.D17.SOAP.05676,D17,SOAP,SOAP_020,41.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,1.6,,,,1.0,1.0,,inverted cone,1.7,10.0,0.1,0.1,,,,,,
2828,NEON.PLA.D17.SOAP.05677,D17,SOAP,SOAP_020,41.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,1.5,0.2,,,1.1,0.9,,ellipsoid or sphere,2.1,10.0,,,,,,,,
2829,NEON.PLA.D17.SOAP.05678,D17,SOAP,SOAP_020,41.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,1.3,0.3,,,0.6,0.4,,ellipsoid or sphere,1.5,10.0,,,,,,,,
2830,NEON.PLA.D17.SOAP.05679,D17,SOAP,SOAP_020,41.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,1.4,0.3,,,1.3,0.5,,ellipsoid or sphere,1.9,10.0,,,,,,,,
2831,NEON.PLA.D17.SOAP.05680,D17,SOAP,SOAP_020,41.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,1.5,0.2,,,1.5,1.4,,ellipsoid or sphere,1.5,10.0,,,,,,,,
