,individualID,domainID,siteID,plotID,subplotID,pointID,stemDistance,stemAzimuth,scientificName,taxonRank,adjNorthing,adjEasting,adjCoordinateUncertainty,adjDecimalLatitude,adjDecimalLongitude,adjElevation,adjElevationUncertainty,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter
2633,NEON.PLA.D17.SOAP.04664,D17,SOAP,SOAP_004,32.0,41.0,9.8,131.5,Calocedrus decurrens (Torr.) Florin,species,4101426.26501353,298162.064116064,0.81,37.0373690877553,-119.269398791371,1197.38,1.23,single bole tree,Live,31.8,130.0,17.9,,,,3.8,2.4,Full sun,,,,,,,,,,,
2634,NEON.PLA.D17.SOAP.04665,D17,SOAP,SOAP_004,32.0,41.0,12.2,135.5,Calocedrus decurrens (Torr.) Florin,species,4101424.05703452,298163.275443024,0.81,37.0373494603037,-119.269384589169,1197.38,1.23,single bole tree,Standing dead,12.5,130.0,5.6,,,,3.9,2.2,Partially shaded,,,,,,,,,,,
2635,NEON.PLA.D17.SOAP.04666,D17,SOAP,SOAP_004,31.0,41.0,4.6,259.8,Calocedrus decurrens (Torr.) Florin,species,4101431.94410019,298150.197050203,0.81,37.0374176893333,-119.269533648637,1197.38,1.23,single bole tree,"Dead, broken bole",23.9,130.0,3.5,,3.8,,1.6,1.4,Mostly shaded,,,,,,,,,,,
2636,NEON.PLA.D17.SOAP.04667,D17,SOAP,SOAP_004,31.0,41.0,6.2,233.9,Quercus chrysolepis Liebm.,species,4101429.10567258,298149.71481272,0.81,37.0373920191238,-119.269538305581,1197.38,1.23,single bole tree,Live,29.2,130.0,12.1,,,,70.1,4.6,Partially shaded,,,,,,,,,,,
2637,NEON.PLA.D17.SOAP.04668,D17,SOAP,SOAP_004,31.0,41.0,8.3,235.5,Quercus chrysolepis Liebm.,species,4101428.05751823,298147.884102634,0.81,37.0373821844625,-119.269558593651,1197.38,1.23,single bole tree,Live,13.7,140.0,7.7,,,,5.9,2.0,Mostly shaded,,,,,,,,,,,
2638,NEON.PLA.D17.SOAP.04669,D17,SOAP,SOAP_004,31.0,41.0,8.5,238.9,Pinus lambertiana Douglas,species,4101428.3681567,298147.446079781,0.81,37.0373848882868,-119.269563598437,1197.38,1.23,single bole tree,Live,43.5,130.0,19.0,,,,6.2,3.7,Mostly shaded,,,,,,,,,,,
2639,NEON.PLA.D17.SOAP.04670,D17,SOAP,SOAP_004,31.0,41.0,8.5,247.2,Quercus chrysolepis Liebm.,species,4101429.46480752,298146.888513211,0.81,37.0373946462415,-119.269570157195,1197.38,1.23,single bole tree,Live,13.8,130.0,6.5,,,,6.2,2.8,Mostly shaded,,,,,,,,,,,
2640,NEON.PLA.D17.SOAP.04671,D17,SOAP,SOAP_004,32.0,,,,Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells,subspecies,,,,,,,,small shrub,Live,,,1.7,,,,1.3,0.7,,inverted cone,1.7,10.0,0.8,0.6,,,,,,
2641,NEON.PLA.D17.SOAP.04671,D17,SOAP,SOAP_004,32.0,,,,Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells,subspecies,,,,,,,,small shrub,Live,,,1.7,,,,1.3,0.7,,inverted cone,1.9,10.0,0.8,0.6,,,,,,
2642,NEON.PLA.D17.SOAP.04672,D17,SOAP,SOAP_004,32.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,single shrub,Live,1.4,130.0,1.4,,,,1.5,1.3,,inverted cone,2.6,10.0,0.3,0.2,,,,,,
2643,NEON.PLA.D17.SOAP.04672,D17,SOAP,SOAP_004,32.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,single shrub,Standing dead,1.7,130.0,1.4,,,,1.5,1.3,,inverted cone,3.1,10.0,0.3,0.2,,,,,,
2644,NEON.PLA.D17.SOAP.04673,D17,SOAP,SOAP_004,32.0,,,,Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells,subspecies,,,,,,,,small shrub,Live,,,0.9,,,,0.4,0.4,,inverted cone,1.6,10.0,0.2,0.1,,,,,,
2645,NEON.PLA.D17.SOAP.04674,D17,SOAP,SOAP_004,32.0,,,,Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells,subspecies,,,,,,,,single shrub,Standing dead,2.8,130.0,1.8,0.3,,,2.3,1.7,,ellipsoid or sphere,6.4,10.0,,,,,,,,
2646,NEON.PLA.D17.SOAP.04675,D17,SOAP,SOAP_004,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,1.0,,,,,,,,1.3,10.0,,,,,,,,
2647,NEON.PLA.D17.SOAP.04676,D17,SOAP,SOAP_004,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,single shrub,Live,1.7,130.0,2.3,0.3,,,1.7,0.8,,ellipsoid or sphere,3.3,10.0,,,,,,,,
2648,NEON.PLA.D17.SOAP.04677,D17,SOAP,SOAP_004,32.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,single shrub,Standing dead,1.6,130.0,1.3,0.7,,,2.2,0.5,,ellipsoid or sphere,2.8,10.0,,,,,,,,
2649,NEON.PLA.D17.SOAP.04678,D17,SOAP,SOAP_004,32.0,,,,Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells,subspecies,,,,,,,,small shrub,Standing dead,,,1.1,0.5,,,0.8,0.4,,ellipsoid or sphere,1.6,10.0,,,,,,,,
2650,NEON.PLA.D17.SOAP.04679,D17,SOAP,SOAP_004,32.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,single shrub,Live,3.0,130.0,3.5,,,,1.1,1.1,,cylinder,4.4,10.0,,,,,,,,
2651,NEON.PLA.D17.SOAP.04680,D17,SOAP,SOAP_004,32.0,,,,Calocedrus decurrens (Torr.) Florin,species,,,,,,,,small tree,Standing dead,8.6,130.0,3.6,,,,2.6,2.1,,,,,,,,,,,,
2652,NEON.PLA.D17.SOAP.04681,D17,SOAP,SOAP_004,32.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,single shrub,Live,3.2,130.0,4.5,,,,5.0,2.5,,inverted cone,5.9,22.0,0.1,0.1,,,,,,
2653,NEON.PLA.D17.SOAP.04681,D17,SOAP,SOAP_004,32.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,single shrub,Live,3.1,130.0,4.5,,,,5.0,2.5,,inverted cone,4.9,22.0,0.1,0.1,,,,,,
2654,NEON.PLA.D17.SOAP.04682,D17,SOAP,SOAP_004,32.0,,,,Calocedrus decurrens (Torr.) Florin,species,,,,,,,,small tree,Standing dead,8.9,130.0,4.0,,,,1.7,1.3,,,,,,,,,,,,
2655,NEON.PLA.D17.SOAP.04683,D17,SOAP,SOAP_004,32.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,single shrub,Live,2.4,130.0,2.3,0.9,,,2.7,1.0,,ellipsoid or sphere,4.0,10.0,,,,,,,,
2656,NEON.PLA.D17.SOAP.04684,D17,SOAP,SOAP_004,32.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,single shrub,Live,3.2,130.0,2.7,0.6,,,2.9,2.9,,ellipsoid or sphere,5.9,10.0,,,,,,,,
2657,NEON.PLA.D17.SOAP.04685,D17,SOAP,SOAP_004,32.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,"Live,  other damage",,,2.1,0.8,,,0.9,0.5,,ellipsoid or sphere,2.0,10.0,,,,,,,,
2658,NEON.PLA.D17.SOAP.04686,D17,SOAP,SOAP_004,32.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,1.5,,,,1.6,1.0,,cylinder,2.8,10.0,,,,,,,,
2659,NEON.PLA.D17.SOAP.04687,D17,SOAP,SOAP_004,32.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,single shrub,"Live, physically damaged",2.3,130.0,2.4,,,,2.1,1.1,,cylinder,3.4,10.0,,,,,,,,
2660,NEON.PLA.D17.SOAP.04687,D17,SOAP,SOAP_004,32.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,single shrub,"Live, physically damaged",3.2,130.0,2.4,,,,2.1,1.1,,cylinder,3.9,10.0,,,,,,,,
2661,NEON.PLA.D17.SOAP.04688,D17,SOAP,SOAP_004,32.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,single shrub,Live,1.6,130.0,2.8,0.5,,,1.4,0.8,,ellipsoid or sphere,3.3,10.0,,,,,,,,
2662,NEON.PLA.D17.SOAP.04689,D17,SOAP,SOAP_004,32.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,single shrub,Live,1.9,130.0,1.8,0.7,,,2.0,1.0,,ellipsoid or sphere,2.7,10.0,,,,,,,,
2663,NEON.PLA.D17.SOAP.04690,D17,SOAP,SOAP_004,32.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,single shrub,Live,3.2,130.0,1.6,,,,3.6,2.7,,inverted cone,4.4,10.0,0.4,0.1,,,,,,
2664,NEON.PLA.D17.SOAP.04691,D17,SOAP,SOAP_004,32.0,,,,Pinus sp.,genus,,,,,,,,sapling,Live,,,0.8,,,,,,,,1.2,10.0,,,,,,,,
2665,NEON.PLA.D17.SOAP.04692,D17,SOAP,SOAP_004,32.0,,,,Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells,subspecies,,,,,,,,small shrub,Live,,,1.0,,,,0.8,0.5,,cylinder,1.4,10.0,,,,,,,,
2666,NEON.PLA.D17.SOAP.04693,D17,SOAP,SOAP_004,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,0.7,,,,,,,,1.2,10.0,,,,,,,,
2667,NEON.PLA.D17.SOAP.04694,D17,SOAP,SOAP_004,31.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,0.6,,,,,,,,1.2,10.0,,,,,,,,
2668,NEON.PLA.D17.SOAP.04695,D17,SOAP,SOAP_004,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,0.7,,,,,,,,2.1,10.0,,,,,,,,
2669,NEON.PLA.D17.SOAP.04696,D17,SOAP,SOAP_004,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,1.0,,,,,,,,1.8,10.0,,,,,,,,
2670,NEON.PLA.D17.SOAP.04697,D17,SOAP,SOAP_004,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,0.5,,,,,,,,1.1,10.0,,,,,,,,
2671,NEON.PLA.D17.SOAP.04698,D17,SOAP,SOAP_004,31.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,single shrub,Live,3.0,130.0,4.4,0.5,,,2.8,2.5,,ellipsoid or sphere,5.3,10.0,,,,,,,,
2672,NEON.PLA.D17.SOAP.04699,D17,SOAP,SOAP_004,31.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,single shrub,Standing dead,2.2,130.0,4.8,0.4,,,1.4,1.2,,ellipsoid or sphere,4.2,10.0,,,,,,,,
2673,NEON.PLA.D17.SOAP.04917,D17,SOAP,SOAP_010,31.0,,,,Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells,subspecies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2674,NEON.PLA.D17.SOAP.04931,D17,SOAP,SOAP_021,31.0,,,,Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells,subspecies,,,,,,,,small shrub,Live,,,1.0,,,,0.7,0.7,,inverted cone,2.7,10.0,0.2,0.1,,,,,,
2675,NEON.PLA.D17.SOAP.04931,D17,SOAP,SOAP_021,31.0,,,,Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells,subspecies,,,,,,,,small shrub,Live,,,1.0,,,,0.7,0.7,,inverted cone,1.8,10.0,0.2,0.1,,,,,,
2676,NEON.PLA.D17.SOAP.04933,D17,SOAP,SOAP_021,41.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,1.0,,,,,,,,1.6,10.0,,,,,,,,
2677,NEON.PLA.D17.SOAP.04933,D17,SOAP,SOAP_021,41.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,1.0,,,,,,,,1.2,10.0,,,,,,,,
2678,NEON.PLA.D17.SOAP.04954,D17,SOAP,SOAP_021,41.0,,,,Ceanothus integerrimus Hook. & Arn.,species,,,,,,,,small shrub,Live,,,1.3,0.2,,,1.1,0.6,,ellipsoid or sphere,1.2,10.0,,,,,,,,
2679,NEON.PLA.D17.SOAP.04955,D17,SOAP,SOAP_018,40.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,small tree,Live,1.0,130.0,1.8,,,,1.6,0.5,,,,,,,,,,,,
2680,NEON.PLA.D17.SOAP.04956,D17,SOAP,SOAP_018,40.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,small tree,Live,2.1,130.0,3.4,,,,2.0,1.5,,,,,,,,,,,,
2681,NEON.PLA.D17.SOAP.04956,D17,SOAP,SOAP_018,40.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,small tree,Live,1.3,130.0,3.4,,,,2.0,1.5,,,,,,,,,,,,
2682,NEON.PLA.D17.SOAP.04957,D17,SOAP,SOAP_018,31.0,,,,Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells,subspecies,,,,,,,,single shrub,Standing dead,12.3,130.0,2.3,0.2,,,4.6,2.4,,ellipsoid or sphere,15.2,13.0,,,,,,,,
2683,NEON.PLA.D17.SOAP.04958,D17,SOAP,SOAP_018,31.0,,,,Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells,subspecies,,,,,,,,small shrub,Live,,,0.6,0.1,,,0.4,0.3,,ellipsoid or sphere,1.4,10.0,,,,,,,,
2684,NEON.PLA.D17.SOAP.04959,D17,SOAP,SOAP_018,31.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,1.7,,,,,,,,1.4,10.0,,,,,,,,
2685,NEON.PLA.D17.SOAP.04959,D17,SOAP,SOAP_018,31.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,1.7,,,,,,,,1.9,10.0,,,,,,,,
2686,NEON.PLA.D17.SOAP.04959,D17,SOAP,SOAP_018,31.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,1.7,,,,,,,,1.1,10.0,,,,,,,,
2687,NEON.PLA.D17.SOAP.04961,D17,SOAP,SOAP_018,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,1.0,,,,,,,,1.1,10.0,,,,,,,,
2688,NEON.PLA.D17.SOAP.04961,D17,SOAP,SOAP_018,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,1.0,,,,,,,,1.1,10.0,,,,,,,,
2689,NEON.PLA.D17.SOAP.04961,D17,SOAP,SOAP_018,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,1.0,,,,,,,,1.4,10.0,,,,,,,,
2690,NEON.PLA.D17.SOAP.04961,D17,SOAP,SOAP_018,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Standing dead,,,1.0,,,,,,,,1.1,10.0,,,,,,,,
2691,NEON.PLA.D17.SOAP.04962,D17,SOAP,SOAP_018,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,1.2,,,,,,,,1.2,10.0,,,,,,,,
2692,NEON.PLA.D17.SOAP.04962,D17,SOAP,SOAP_018,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,1.2,,,,,,,,1.4,10.0,,,,,,,,
2693,NEON.PLA.D17.SOAP.04962,D17,SOAP,SOAP_018,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Standing dead,,,1.2,,,,,,,,2.3,10.0,,,,,,,,
2694,NEON.PLA.D17.SOAP.04963,D17,SOAP,SOAP_009,32.0,33.0,1.1,266.8,Quercus chrysolepis Liebm.,species,4101452.15930634,299304.259535159,0.7,37.0378472121175,-119.256572323778,1100.1,1.1,multi-bole tree,Live,22.4,130.0,7.5,,,,7.2,5.7,Partially shaded,,,,,,,,,,,
2695,NEON.PLA.D17.SOAP.04963,D17,SOAP,SOAP_009,32.0,33.0,1.1,266.8,Quercus chrysolepis Liebm.,species,4101452.15930634,299304.259535159,0.7,37.0378472121175,-119.256572323778,1100.1,1.1,multi-bole tree,Live,17.8,150.0,7.5,,,,7.2,5.7,Partially shaded,,,,,,,,,,,
2696,NEON.PLA.D17.SOAP.04964,D17,SOAP,SOAP_009,32.0,33.0,6.4,355.6,Quercus chrysolepis Liebm.,species,4101458.60184761,299304.86681822,0.7,37.0379053722556,-119.256567218597,1100.1,1.1,single bole tree,Live,18.7,130.0,5.9,,,,5.7,4.9,Partially shaded,,,,,,,,,,,
2697,NEON.PLA.D17.SOAP.04965,D17,SOAP,SOAP_009,32.0,33.0,6.7,353.3,Quercus chrysolepis Liebm.,species,4101458.87495335,299304.576126061,0.7,37.0379077700699,-119.256570557595,1100.1,1.1,single bole tree,Standing dead,47.3,130.0,6.4,,,,6.6,3.4,Partially shaded,,,,,,,,,,,
2698,NEON.PLA.D17.SOAP.04966,D17,SOAP,SOAP_009,32.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,small tree,Live,4.3,130.0,2.9,,,,2.6,2.0,,,,,,,,,,,,
2699,NEON.PLA.D17.SOAP.04967,D17,SOAP,SOAP_009,41.0,51.0,5.4,184.2,Quercus chrysolepis Liebm.,species,4101467.03164182,299305.352703736,0.7,37.0379814063467,-119.256564007386,1094.49,1.1,multi-bole tree,Live,21.9,130.0,6.3,,,,5.9,3.8,Partially shaded,,,,,,,,,,,
2700,NEON.PLA.D17.SOAP.04967,D17,SOAP,SOAP_009,41.0,51.0,5.4,184.2,Quercus chrysolepis Liebm.,species,4101467.03164182,299305.352703736,0.7,37.0379814063467,-119.256564007386,1094.49,1.1,multi-bole tree,Live,10.1,130.0,6.3,,,,5.9,3.8,Partially shaded,,,,,,,,,,,
2701,NEON.PLA.D17.SOAP.04968,D17,SOAP,SOAP_009,41.0,41.0,6.0,19.4,Quercus chrysolepis Liebm.,species,4101467.78039595,299297.172656791,0.7,37.0379864017718,-119.256656116683,1095.88,1.1,single bole tree,Live,12.0,130.0,4.0,,,,3.2,2.3,Partially shaded,,,,,,,,,,,
2702,NEON.PLA.D17.SOAP.04969,D17,SOAP,SOAP_009,41.0,41.0,8.4,5.8,Quercus chrysolepis Liebm.,species,4101470.47805795,299296.028562896,0.7,37.0380104559792,-119.256669690991,1095.88,1.1,multi-bole tree,Live,13.1,130.0,3.3,,,,5.0,4.2,Mostly shaded,,,,,,,,,,,
2703,NEON.PLA.D17.SOAP.04969,D17,SOAP,SOAP_009,41.0,41.0,8.4,5.8,Quercus chrysolepis Liebm.,species,4101470.47805795,299296.028562896,0.7,37.0380104559792,-119.256669690991,1095.88,1.1,multi-bole tree,Live,4.8,130.0,3.3,,,,5.0,4.2,Mostly shaded,,,,,,,,,,,
2704,NEON.PLA.D17.SOAP.04969,D17,SOAP,SOAP_009,41.0,41.0,8.4,5.8,Quercus chrysolepis Liebm.,species,4101470.47805795,299296.028562896,0.7,37.0380104559792,-119.256669690991,1095.88,1.1,multi-bole tree,Live,8.4,130.0,3.3,,,,5.0,4.2,Mostly shaded,,,,,,,,,,,
2705,NEON.PLA.D17.SOAP.04969,D17,SOAP,SOAP_009,41.0,41.0,8.4,5.8,Quercus chrysolepis Liebm.,species,4101470.47805795,299296.028562896,0.7,37.0380104559792,-119.256669690991,1095.88,1.1,multi-bole tree,Live,12.2,130.0,3.3,,,,5.0,4.2,Mostly shaded,,,,,,,,,,,
2706,NEON.PLA.D17.SOAP.04969,D17,SOAP,SOAP_009,41.0,41.0,8.4,5.8,Quercus chrysolepis Liebm.,species,4101470.47805795,299296.028562896,0.7,37.0380104559792,-119.256669690991,1095.88,1.1,multi-bole tree,Live,11.7,130.0,3.3,,,,5.0,4.2,Mostly shaded,,,,,,,,,,,
2707,NEON.PLA.D17.SOAP.04970,D17,SOAP,SOAP_017,40.0,49.0,2.6,109.4,Calocedrus decurrens (Torr.) Florin,species,4100661.22493106,300546.842148911,0.72,37.0309877418797,-119.242401218925,1139.46,1.12,single bole tree,Live,14.7,130.0,6.4,,,,1.7,1.4,Partially shaded,,,,,,,,,,,
2708,NEON.PLA.D17.SOAP.04971,D17,SOAP,SOAP_018,41.0,51.0,11.5,219.8,Calocedrus decurrens (Torr.) Florin,species,4100443.00469948,300437.274148456,0.7,37.0289988523977,-119.243574359059,1201.0,1.1,single bole tree,Standing dead,20.6,130.0,8.8,,,,3.9,2.6,Full sun,,,,,,,,,,,
2709,NEON.PLA.D17.SOAP.04972,D17,SOAP,SOAP_018,32.0,33.0,9.9,304.1,Quercus kelloggii Newberry,species,4100436.96993605,300436.133862687,0.61,37.028944252195,-119.243585570103,1204.0,1.01,single bole tree,Live,61.1,130.0,14.4,,,,16.8,7.6,Full sun,,,,,,,,,,,
2710,NEON.PLA.D17.SOAP.04973,D17,SOAP,SOAP_018,41.0,51.0,8.8,245.8,Pinus sp.,genus,4100448.2326373,300436.608752978,0.7,37.0290458014104,-119.243583220271,1201.0,1.1,single bole tree,"Dead, broken bole",29.1,130.0,1.8,,1.8,24.2,0.3,0.3,Full sun,,,,,,,,,,,
2711,NEON.PLA.D17.SOAP.04974,D17,SOAP,SOAP_018,41.0,51.0,3.3,244.9,Calocedrus decurrens (Torr.) Florin,species,4100450.4401019,300441.647032963,0.7,37.0290667557762,-119.243527202256,1201.0,1.1,single bole tree,Standing dead,30.5,130.0,14.2,,,,4.2,3.6,Full sun,,,,,,,,,,,
2712,NEON.PLA.D17.SOAP.04975,D17,SOAP,SOAP_018,40.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,small tree,Live,1.4,130.0,2.2,,,,1.4,1.2,,,,,,,,,,,,
2713,NEON.PLA.D17.SOAP.04975,D17,SOAP,SOAP_018,40.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,small tree,Live,1.2,130.0,2.2,,,,1.4,1.2,,,,,,,,,,,,
2714,NEON.PLA.D17.SOAP.04976,D17,SOAP,SOAP_018,40.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,small tree,Live,1.6,130.0,2.5,,,,1.1,1.0,,,,,,,,,,,,
2715,NEON.PLA.D17.SOAP.04977,D17,SOAP,SOAP_017,40.0,49.0,6.1,102.0,Pinus ponderosa Lawson & C. Lawson,species,4100660.82028869,300550.356470364,0.72,37.0309848435778,-119.242361628639,1139.46,1.12,single bole tree,"Dead, broken bole",42.9,130.0,20.5,,20.5,,2.6,2.1,Partially shaded,,,,,,,,,,,
2716,NEON.PLA.D17.SOAP.04978,D17,SOAP,SOAP_017,40.0,49.0,6.6,115.8,Pinus ponderosa Lawson & C. Lawson,species,4100659.21602474,300550.331873891,0.72,37.0309703880082,-119.242361479941,1139.46,1.12,single bole tree,"Dead, broken bole",68.8,130.0,25.1,,25.1,,4.0,2.6,Partially shaded,,,,,,,,,,,
2717,NEON.PLA.D17.SOAP.04980,D17,SOAP,SOAP_017,40.0,49.0,5.6,128.3,Calocedrus decurrens (Torr.) Florin,species,4100658.61778742,300548.784517675,0.72,37.0309646707273,-119.242378705844,1139.46,1.12,single bole tree,Standing dead,14.7,130.0,5.9,,,,2.2,1.8,Partially shaded,,,,,,,,,,,
2718,NEON.PLA.D17.SOAP.04981,D17,SOAP,SOAP_017,40.0,49.0,7.8,143.2,Calocedrus decurrens (Torr.) Florin,species,4100655.84284531,300549.062154068,0.72,37.0309397345187,-119.242374851423,1139.46,1.12,single bole tree,Standing dead,47.5,130.0,22.3,,,,2.6,2.4,Partially shaded,,,,,,,,,,,
2719,NEON.PLA.D17.SOAP.04982,D17,SOAP,SOAP_017,41.0,51.0,5.8,239.7,Calocedrus decurrens (Torr.) Florin,species,4100658.34902978,300559.745795806,0.7,37.0309645781872,-119.242255485717,1134.58,1.1,single bole tree,"Dead, broken bole",39.7,130.0,11.5,,11.5,,3.9,2.4,Partially shaded,,,,,,,,,,,
2720,NEON.PLA.D17.SOAP.04983,D17,SOAP,SOAP_017,41.0,51.0,7.0,233.0,Calocedrus decurrens (Torr.) Florin,species,4100657.06258484,300559.16304143,0.7,37.0309528668041,-119.242261692089,1134.58,1.1,single bole tree,Standing dead,38.2,130.0,19.7,,,,2.9,2.5,Partially shaded,,,,,,,,,,,
2721,NEON.PLA.D17.SOAP.04984,D17,SOAP,SOAP_017,41.0,51.0,7.6,184.0,Calocedrus decurrens (Torr.) Florin,species,4100653.69380322,300564.2233408,0.7,37.0309235974487,-119.242203947642,1134.58,1.1,single bole tree,Live,18.3,130.0,7.1,,,,2.4,2.1,Partially shaded,,,,,,,,,,,
2722,NEON.PLA.D17.SOAP.04985,D17,SOAP,SOAP_017,41.0,41.0,2.5,25.4,Calocedrus decurrens (Torr.) Florin,species,4100653.68193823,300555.179537834,0.71,37.0309215696372,-119.242305550718,1142.85,1.11,single bole tree,Standing dead,23.9,130.0,9.2,,,,2.9,2.5,Full sun,,,,,,,,,,,
2723,NEON.PLA.D17.SOAP.04986,D17,SOAP,SOAP_017,41.0,41.0,4.8,80.5,Calocedrus decurrens (Torr.) Florin,species,4100652.21582851,300558.841370887,0.71,37.0309091415077,-119.242264021976,1142.85,1.11,single bole tree,Standing dead,38.7,130.0,16.6,,,,3.5,2.0,Partially shaded,,,,,,,,,,,
2724,NEON.PLA.D17.SOAP.04987,D17,SOAP,SOAP_017,32.0,33.0,3.5,351.1,Calocedrus decurrens (Torr.) Florin,species,4100644.77130953,300563.296253648,0.7,37.0308430315122,-119.242211999596,1141.35,1.1,single bole tree,Live,16.4,130.0,7.0,,,,3.8,2.0,Partially shaded,,,,,,,,,,,
2725,NEON.PLA.D17.SOAP.05000,D17,SOAP,SOAP_017,32.0,33.0,3.7,347.6,Quercus chrysolepis Liebm.,species,4100644.92713743,300563.043219289,0.7,37.0308443813817,-119.242214883691,1141.35,1.1,single bole tree,Live,18.1,130.0,7.5,,,,4.8,3.6,Partially shaded,,,,,,,,,,,
2728,NEON.PLA.D17.SOAP.05186,D17,SOAP,SOAP_015,32.0,,,,Calocedrus decurrens (Torr.) Florin,species,,,,,,,,small tree,Standing dead,5.7,130.0,3.5,,,,1.4,1.1,,,,,,,,,,,,
2731,NEON.PLA.D17.SOAP.05252,D17,SOAP,SOAP_021,31.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,1.0,,,,,,,,1.2,10.0,,,,,,,,
2732,NEON.PLA.D17.SOAP.05437,D17,SOAP,SOAP_003,40.0,,,,Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells,subspecies,,,,,,,,small shrub,Live,,,1.5,,,,0.6,0.5,,inverted cone,1.2,10.0,0.2,0.1,,,,,,
2733,NEON.PLA.D17.SOAP.05567,D17,SOAP,SOAP_010,31.0,,,,Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells,subspecies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,NEON.PLA.D17.SOAP.05600,D17,SOAP,SOAP_015,31.0,,,,Quercus chrysolepis Liebm.,species,,,,,,,,sapling,Live,,,0.2,,,,,,,,1.2,10.0,,,,,,,,
